Sr. No.,CUIN,Company Name,Incorporation Date / Registration Date,CRO Name
14750,0079846,COMBINED MANAGEMENT U.G. (PVT.) LIMITED,5/16/12,Lahore
14751,0078796,INFOMART (PVT.) LIMITED,3/5/12,Islamabad
14752,0078822,ROHTAS SYSTEMS (PVT.) LIMITED,3/7/12,Islamabad
14753,0079321,PASSENGER'S NEGABAN (PVT.) LIMITED,4/17/12,Lahore
14754,0080012,ESHAAL PHARMA (PVT.) LIMITED,5/31/12,Islamabad
14755,0080051,AJAJ (PVT.) LIMITED,6/4/12,Lahore
14756,0078710,RESOURCE MENTORS (PVT.) LIMITED,2/28/12,Lahore
14757,0085443,2MEN INTELLIGUS (PVT.) LIMITED,10/9/13,Islamabad
14758,0085440,AWAN TRANSPORT SERVICES (PVT.) LIMITED,10/9/13,Islamabad
14759,0078325,CONSULTING AND DEVELOPMENT ASSOCIATES (PVT.) LIMITED,1/26/12,Karachi
14760,0078341,PMB ENTERPRISES (PVT.) LIMITED,1/27/12,Islamabad
14761,0078385,WATER PHARMA (PVT.) LIMITED,1/31/12,Islamabad
14762,0081884,DELUX CHRYSOTILE (PVT.) LIMITED,11/30/12,Islamabad
14763,0083466,SOURCE LEADER (PVT.) LIMITED,4/15/13,Lahore
14764,0083707,STEP UP MARKETING INTERNATIONAL (PVT.) LIMITED,5/8/13,Islamabad
14765,0077740,JAVED IMRANNAWAZ (PVT.) LIMITED,11/29/11,Lahore
14766,0077769,DARBAR AVIATION (PVT.) LIMITED,11/30/11,Karachi
14767,0077771,GROEMPIRE (PVT.) LIMITED,11/30/11,Karachi
14768,0080587,CREATIVE WEB SOL (PVT.) LIMITED,7/18/12,Lahore
14769,0080634,RAJPUT TRAVELS AND TOURS (PVT.) LIMITED,7/23/12,Karachi
14770,0078896,HIKMAH INDUSTRIES (PVT.) LIMITED,3/12/12,Islamabad
14771,0080548,AHMAD SHAHAN (PVT.) LIMITED,7/13/12,Islamabad
14772,0078808,TRANSITO (PVT.) LIMITED,3/6/12,Karachi
14773,0040178,PEARL QUALITY FRUITS ( PRIVATE ) LIMITED,5/29/99,Lahore
14774,0080433,WORLD DUTY FREE (PVT.) LIMITED,7/4/12,Karachi
14775,0080452,ACCURATE PACKAGES (PVT.) LIMITED,7/6/12,Islamabad
14776,0080451,SAARBAAN CONSULTANTS & SYSTEM DEVELOPERS (PVT.) LIMITED,7/6/12,Islamabad
14777,0080447,FEDERAL LIVER TRANSPLANT ENDOWMENT FUND,7/6/12,Islamabad
14778,0011004,SHAHEEN BROTHERS (PVT) LIMITED,12/11/83,Lahore
14779,0078411,PAK NAFAY INTERNATIONAL TRAVEL & TOURS (PVT.) LIMITED,2/1/12,Karachi
14780,0078410,AMAC (PVT.) LIMITED,2/1/12,Karachi
14781,0079649,HAFFAZ BROTHERS HAJJ & UMRAH (PVT.) LIMITED,5/9/12,Karachi
14782,0079682,MUKHTAR SONS. (PVT.) LIMITED,5/9/12,Karachi
14783,0077789,INFOTRINE SOLUTIONS (PVT.) LIMITED,12/2/11,Islamabad
14784,0077828,SOCIAL SOLUTION (PVT.) LIMITED,12/9/11,Islamabad
14785,0077882,MAKSON PHARMACEUTICALS (PVT.) LIMITED,12/15/11,Islamabad
14786,0079822,NAKHL ASSOCIATES (PVT.) LIMITED,5/15/12,Islamabad
14787,0079849,CLOUD LAB (PVT.) LIMITED,5/16/12,Karachi
14788,0078515,MUNEER ENTERPRISES (PVT.) LIMITED,2/10/12,Karachi
14789,0080185,FSA WORLD (PVT.) LIMITED,6/13/12,Islamabad
14790,0080985,MNDAVID (PVT.) LIMITED,8/31/12,Islamabad
14791,0079557,PK-BRIDGE (PVT.) LIMITED,5/2/12,Karachi
14792,0081315,ELEMENTS MEDIA (PVT.) LIMITED,10/5/12,Karachi
14793,0081294,H.M.S ENTERPRISES (PVT.) LIMITED,10/4/12,Karachi
14794,0078429,SUA HOMEO & HERBAL PHARMA (PVT.) LIMITED,2/3/12,Islamabad
14795,0078423,AESC ASSOCIATES (PVT.) LIMITED,2/2/12,Islamabad
14796,0078518,KIYOTO CENTURY DYNAMICS (PVT.) LIMITED,2/10/12,Islamabad
14797,0083470,INK (PVT.) LIMITED,4/15/13,Islamabad
14798,0081329,R.A.Z (PVT.) LIMITED,10/9/12,Islamabad
14799,0078342,HORIZON OCCUPATIONAL SAFETY AND HEALTH TRAINING INSTITUTE & SERVICES (PVT.) LIMITED,1/27/12,Islamabad
14800,0078340,TEQ SIGN CONSULTING COMPANY (PVT.) LIMITED,1/27/12,Islamabad
14801,0078390,VOHRA SONS (PVT.) LIMITED,1/31/12,Lahore
14802,0080728,ISSRAH AIRWAYS (PVT.) LIMITED,8/1/12,Islamabad
14803,0080725,PAK ENERGY AND AGRO VENTURES (PVT.) LIMITED,8/1/12,Karachi
14804,0080708,UNIVERSAL INFORMATION SYSTEM (PVT.) LIMITED,7/31/12,Karachi
14805,0079482,M.I.N.Z (PVT.) LIMITED,4/26/12,Islamabad
14806,0079549,CHINESE HEART & GENERAL HOSPITAL (PVT.) LIMITED,4/30/12,Islamabad
14807,0079540,ARABIAN OILFIELD SUPPLIES (PVT.) LIMITED,4/30/12,Karachi
14808,0079562,PETRO SOLUTIONS (PVT.) LIMITED,5/2/12,Islamabad
14809,0080232,RR HRM SERVICES (PVT.) LIMITED,6/18/12,Lahore
14810,0080462,SYED TEA COMPANY (PVT.) LIMITED,7/6/12,Islamabad
14811,0080481,DIGITAL EYE TRADERS (PVT.) LIMITED,7/10/12,Lahore
14812,0078312,PRISM IMPEX (PVT.) LIMITED,1/26/12,Lahore
14813,0078302,ASIA ROLLER FLOUR MILLS (PVT.) LIMITED,1/25/12,Karachi
14814,0080592,THE WORLD PIONEERS (PVT.) LIMITED,7/18/12,Islamabad
14815,0080580,I ACCESS NETWORKS (PVT.) LIMITED,7/17/12,Karachi
14816,0080582,KHABEER FINANCIAL SERVICES (PVT.) LIMITED,7/17/12,Karachi
14817,0078430,DESISELL (PVT.) LIMITED,2/3/12,Lahore
14818,0078436,STATESMAN EDUCATION ALLIANCE (PVT.) LIMITED,2/3/12,Islamabad
14819,0080424,RASHAMALA TRADING (PVT.) LIMITED,7/4/12,Islamabad
14820,0078562,NEW SECURITY VENTURES (PVT.) LIMITED,2/17/12,Islamabad
14821,0079538,JAVAHER-E-KONAIN HAJJ & UMRAH SERVICES (PVT.) LIMITED,4/30/12,Karachi
14822,0079820,KARWAN-E-SAFDAR BUKHARI (PVT.) LIMITED,5/14/12,Islamabad
14823,0079732,NBT RE 3 (PVT.) LIMITED,5/11/12,Islamabad
14824,0078783,AL-MUSTAFA APPARELS (PVT.) LIMITED,3/2/12,Karachi
14825,0078782,ADVENTURELAND (PVT.) LIMITED,3/2/12,Karachi
14826,0081241,A BETTER LIFE,10/1/12,Islamabad
14827,0081244,SAEED AHMED FARMS (PVT.) LIMITED,10/1/12,Islamabad
14828,0081019,AL-GHOUSE OVERSEAS EMPLOYMENT & CONSULTANCY (PVT.) LIMITED,9/5/12,Karachi
14829,0078858,AMEEN HOLDINGS (PVT.) LIMITED,3/8/12,Karachi
14830,0081621,DIGICON BROADCAST (PVT.) LIMITED,11/8/12,Islamabad
14831,0078854,DELUX MARINE (PVT.) LIMITED,3/8/12,Karachi
14832,0078941,OLA MOBILE & TECHNOLOGY (PVT.) LIMITED,3/15/12,Islamabad
14833,0078967,WORLDSPAN TRADING (PVT.) LIMITED,3/16/12,Islamabad
14834,0078965,CREATIVE ZONE (PVT.) LIMITED,3/16/12,Islamabad
14835,0081703,FASTCOMM SATELLITE SERVICES (PVT.) LIMITED,11/15/12,Karachi
14836,0081845,BANG ZHOU (PVT.) LIMITED,11/28/12,Lahore
14837,0081867,FOZ-E-KABEER TOUR OPERATORS (PVT.) LIMITED,11/29/12,Multan
14838,0078467,IRAKH (PVT.) LIMITED,2/7/12,Lahore
14839,0080078,YSTAVIA (PVT.) LIMITED,6/5/12,Lahore
14840,0078296,AL-AUZAN (PVT.) LIMITED,1/25/12,Karachi
14841,0080726,AMERICOM COMMODITIES (PRIVATE) LIMITED,8/1/12,Karachi
14842,0080701,QUADWEAVE FINANCIAL SERVICES (PVT.) LIMITED,7/31/12,Karachi
14843,0080704,GLOBAL GEOPHYSICS (PVT.) LIMITED,7/31/12,Karachi
14844,0080706,MASROOR BUILDERS & DEVELOPERS (PVT.) LIMITED,7/31/12,Karachi
14845,0080753,ZARBAKHTHA (PVT.) LIMITED,8/3/12,Islamabad
14846,0080741,SUBHANI & SONS TRAVEL & TOURISM (PVT.) LIMITED,8/2/12,Islamabad
14847,0078704,WADA (PVT.) LIMITED,2/28/12,Lahore
14848,0079096,COHESIAN (PVT.) LIMITED,3/29/12,Karachi
14849,0079083,KASAS FOODS (PVT.) LIMITED,3/29/12,Karachi
14850,0080550,SIYAL IMPORTS AND EXPORTS INTERNATIONAL SERVICE (PVT.) LIMITED,7/13/12,Islamabad
14851,0078383,MEDVIGOR PAKISTAN (PVT.) LIMITED,1/31/12,Islamabad
14852,0078418,ARCHI BUILD ENGINEERS (PVT.) LIMITED,2/2/12,Islamabad
14853,0078425,SKYZONE AVIATION (PVT.) LIMITED,2/2/12,Karachi
14854,0078465,ADVANI'S (PVT.) LIMITED,2/7/12,Karachi
14855,0078699,EXACT TRAVELS (PVT.) LIMITED,2/28/12,Islamabad
14856,0038651,ROSHAN  FRUT PACK (PVT)LTD.,12/20/97,Lahore
14857,0078499,KHURASAN GAS COMPANY (PVT.) LIMITED,2/10/12,Islamabad
14858,0078473,GULF WATER (PVT.) LIMITED,2/7/12,Lahore
14859,0078525,LABBAIK EXPRESS TRAVEL SERVICES (PVT.) LIMITED,2/13/12,Islamabad
14860,0080568,ENERASIA (PVT.) LIMITED,7/17/12,Islamabad
14861,0080590,THE NEXT IDEA INTERNATIONAL (PVT.) LIMITED,7/18/12,Islamabad
14862,0080577,ST. DATA'S INTERNATIONAL (PVT.) LIMITED,7/17/12,Islamabad
14863,0080584,AIM PAK BUILDERS & DEVELOPERS (PVT.) LIMITED,7/18/12,Islamabad
14864,0082095,SIGMA IMPEX (PVT.) LIMITED,12/19/12,Lahore
14865,0082108,A.N GLASS (PVT.) LIMITED,12/20/12,Lahore
14866,0078602,SCREEN WIZARD (PVT.) LIMITED,2/21/12,Lahore
14867,0078599,SHAGHA SURGICARE (PVT.) LIMITED,2/21/12,Lahore
14868,0079837,THE ROSHAN TRAVEL & TOIURS (PVT.) LIMITED,5/15/12,Karachi
14869,0079832,LEGENDARY TRAVEL & TOURS (PVT.) LIMITED,5/15/12,Islamabad
14870,0079854,CRIMSON CONSULTING (PVT.) LIMITED,5/16/12,Islamabad
14871,0080106,NAFAS ENTERPRISE (PVT.) LIMITED,6/6/12,Islamabad
14872,0078492,PAK ARAB TRADE TEST & TECHNICAL TRAINING CENTRE (PVT.) LIMITED,2/9/12,Islamabad
14873,0078908,ATH INNOVATORS (PVT.) LIMITED,3/13/12,Islamabad
14874,0079010,ISLAMABAD YUSHENG ENERGY & MINING RESOURCES INTERNATIONAL (PVT.) LIMITED,3/21/12,Islamabad
14875,0079069,NOOR VISION CABLE NETWORK (PVT.) LIMITED,3/27/12,Islamabad
14876,0082021,BAIT UL KANZ TRADING (PVT.) LIMITED,12/12/12,Islamabad
14877,0079747,EUROASIA ENERGY COMMODITIES (PVT.) LIMITED,5/11/12,Islamabad
14878,0079803,RAM ENTERPRISES HAJJ OPERATORS (PVT.) LIMITED,5/14/12,Islamabad
14879,0080123,FARZAM'S & CO. (PVT.) LIMITED,6/7/12,Karachi
14880,0080624,RAYS TRADING COMPANY (PVT.) LIMITED,7/20/12,Islamabad
14881,0078996,ORIENT DEVELOPMENT INTERNATIONAL (PVT.) LIMITED,3/20/12,Islamabad
14882,0078993,EASYWORLD INTERNET SERVICES (PVT.) LIMITED,3/20/12,Lahore
14883,0079007,PREMIER KAYANI (PVT.) LIMITED,3/21/12,Islamabad
14884,0079057,HABIB IRFANI ENTERPRISE (PVT.) LIMITED,3/26/12,Islamabad
14885,0079166,SOBER TECHNOLOGIES (PVT.) LIMITED,4/4/12,Islamabad
14886,0084381,DK SOLUTIONS (PVT.) LIMITED,6/30/13,Islamabad
14887,0084487,A.NASEEM INTERNATIONAL (PVT.) LIMITED,7/10/13,Islamabad
14888,0085532,MEGA EVENTS (PVT.) LIMITED,10/22/13,Islamabad
14889,0079034,PRIMO FIVE GLOBAL (PVT.) LIMITED,3/22/12,Karachi
14890,0080763,ENERGY & WATER SOLUTIONS (PVT.) LIMITED,8/3/12,Karachi
14891,0082768,SSJR (PVT.) LIMITED,2/19/13,Karachi
14892,0082769,ASIT SOLUTIONS (PVT.) LIMITED,2/19/13,Karachi
14893,0082773,SAMA TRAVELS & TOURS (PVT.) LIMITED,2/19/13,Karachi
14894,0080453,AL-SAMAD CONSTRUCTION COMPANY (PVT.) LIMITED,7/6/12,Karachi
14895,0080459,RYPONSE (PVT.) LIMITED,7/6/12,Karachi
14896,0080471,TECRAAS (PVT.) LIMITED,7/9/12,Karachi
14897,0078460,HAMARA PAK TIJARAH (PVT.) LIMITED,2/7/12,Karachi
14898,0078888,JABAL ALI INTERNATIONAL (PVT.) LIMITED,3/12/12,Karachi
14899,0081467,CIEL HEIGHTS (PVT.) LIMITED,10/19/12,Islamabad
14900,0078303,FUTEX CONSULTANTS (PVT.) LIMITED,1/25/12,Lahore
14901,0078692,MIAN CONSOLIDATES (PVT.) LIMITED,2/27/12,Islamabad
14902,0081109,MAHER ANUS & CO (PVT.) LIMITED,9/13/12,Lahore
14903,0081161,CONCORD GLOBAL SERVICES (PVT.) LIMITED,9/20/12,Islamabad
14904,0078490,FOOD WORLD (PVT.) LIMITED,2/9/12,Lahore
14905,0078532,SALSHA (PVT.) LIMITED,2/13/12,Islamabad
14906,0082138,JAYSON HOSPITAL & DIAGNOSTIC CENTRE (PVT.) LIMITED,12/24/12,Lahore
14907,0078795,ZAHOOR LAW ASSOCIATES (PVT.) LIMITED,3/5/12,Islamabad
14908,0078769,ELECTRONIC MEDIA COMMUNICATION (PVT.) LIMITED,3/1/12,Karachi
14909,0080714,ANGAH ENTERPRISES (PVT.) LIMITED,7/31/12,Islamabad
14910,0080829,ADVERTICONS (PVT.) LIMITED,8/10/12,Islamabad
14911,0079220,AXIOM SERVICES (PVT.) LIMITED,4/9/12,Karachi
14912,0082398,TOTALLY CRICKET (PVT.) LIMITED,1/15/13,Lahore
14913,0083664,DIGITAL LOGIX (PVT.) LIMITED,5/6/13,Islamabad
14914,0079367,RADIANT ENERGY (PVT.) LIMITED,4/19/12,Islamabad
14915,0080305,BNK (PVT.) LIMITED,6/25/12,Islamabad
14916,0080307,DIVINE BITS (PVT.) LIMITED,6/25/12,Islamabad
14917,0085541,S.W.A INTERNATIONAL (PVT.) LIMITED,10/23/13,Lahore
14918,0079053,HAJVAIRY SOLUTIONS (PVT.) LIMITED,3/26/12,Islamabad
14919,0082774,AL NOOR ASSOCIATES (PVT.) LIMITED,2/19/13,Karachi
14920,0082777,UZAIR AL UZAIR (PVT.) LIMITED,2/19/13,Karachi
14921,0083535,LIFELINE INTERNATIONAL SERVICES (PVT.) LIMITED,4/19/13,Islamabad
14922,0083708,IO TECH (PVT.) LIMITED,5/8/13,Islamabad
14923,0078420,AFM CONSULTANTS (PVT.) LIMITED,2/2/12,Islamabad
14924,0078446,SHANU BUILDERS DEVELOPERS & CONSTRUCTION (PVT.) LIMITED,2/3/12,Karachi
14925,0080739,CARGO BRIDGE (PVT.) LIMITED,8/2/12,Lahore
14926,0080756,ALL BRIGHT INTERNATIONAL (PVT.) LIMITED,8/3/12,Lahore
14927,0080760,WELL WISHER CONSULTANTS (PVT.) LIMITED,8/3/12,Lahore
14928,0080765,GN BUILDERS & DEVELOPERS (PVT.) LIMITED,8/3/12,Karachi
14929,0078986,MIR'S (PVT.) LIMITED,3/19/12,Karachi
14930,0079008,RADIANT ENGINEERING SERVICES INTERNATIONAL (PVT.) LIMITED,3/21/12,Islamabad
14931,0079196,CAPITAL SUPPLY CHAIN (PVT.) LIMITED,4/6/12,Islamabad
14932,0079213,MIRZA CORPORATION (PVT.) LIMITED,4/9/12,Karachi
14933,0079218,CHIA'Z SPUD (PVT.) LIMITED,4/9/12,Karachi
14934,0079212,IBS (PVT.) LIMITED,4/9/12,Karachi
14935,0080317,ITALIAN TOUCH (PVT.) LIMITED,6/26/12,Lahore
14936,0078488,APEX MINING (PVT.) LIMITED,2/9/12,Islamabad
14937,0078482,ZARAIT MEDIA (PVT.) LIMITED,2/8/12,Islamabad
14938,0078826,METWIN CONSULTANTS (PVT.) LIMITED,3/7/12,Lahore
14939,0078828,G.A NETWORK (PVT.) LIMITED,3/7/12,Lahore
14940,0078848,FIRST MARKETING NETWORK (PVT.) LIMITED,3/7/12,Lahore
14941,0078850,GM MANAGEMENT SERVICES (PVT.) LIMITED,3/7/12,Lahore
14942,0081300,F.R.I.S WIFI (PVT.) LIMITED,10/5/12,Islamabad
14943,0078535,IMDAD ULLAH TRAVELS & TOURS (PVT.) LIMITED,2/14/12,Multan
14944,0078536,ZDAAS LLC,2/14/12,Islamabad
14945,0078656,SOFTACKLE (PVT.) LIMITED,2/24/12,Islamabad
14946,0078662,MNM MINERALS (PVT.) LIMITED,2/24/12,Karachi
14947,0078674,VIZIO IT (PVT.) LIMITED,2/24/12,Lahore
14948,0082161,AQ MINING COMPANY (PVT.) LIMITED,12/26/12,Islamabad
14949,0082163,BUKHARI CONSULTANTS (PVT.) LIMITED,12/26/12,Islamabad
14950,0079635,CORE-NET COMMUNICATION (PVT.) LIMITED,5/8/12,Karachi
14951,0082261,SEQUEL LOGICS (PVT.) LIMITED,1/3/13,Lahore
14952,0077777,CARGO INSPECTION SERVICES (PVT.) LIMITED,12/1/11,Karachi
14953,0079073,SHENDU NATIONAL DREDGING COMPANY LIMITED,3/28/12,Karachi
14954,0081022,ZIPSOLS (PVT.) LIMITED,9/5/12,Islamabad
14955,0081044,DRIVE CONSULTANTS (PVT.) LIMITED,9/7/12,Lahore
14956,0082464,AGE TECHNOLOGY (PVT.) LIMITED,1/22/13,Islamabad
14957,0082462,DUA ASSOCIATES (PVT.) LIMITED,1/22/13,Islamabad
14958,0082501,VRHIRING (PVT.) LIMITED,1/24/13,Karachi
14959,0082504,NATIONAL PRECISION PLASTIC PRODUCTS (PVT.) LIMITED,1/24/13,Karachi
14960,0082506,CLICK AND BUY (PVT.) LIMITED,1/24/13,Karachi
14961,0082505,KANESHIRO DELICA FOOD (PVT.) LIMITED,1/24/13,Karachi
14962,0082484,TRI-OCEANIC (PVT.) LIMITED,1/23/13,Karachi
14963,0083563,HAQMAL ICT SOLUTIONS (PVT.) LIMITED,4/23/13,Islamabad
14964,0083663,M KHAN SIAL CONSTRUCTION (PVT.) LIMITED,5/6/13,Islamabad
14965,0083662,DEV DV (PVT.) LIMITED,5/6/13,Islamabad
14966,0083670,BELLEZA BEAUTY & STYLE (PVT.) LIMITED,5/6/13,Islamabad
14967,0084032,EXCEL IN DEVELOPMENT (PVT.) LIMITED,6/4/13,Islamabad
14968,0080290,CADUCEUS (PVT.) LIMITED,6/22/12,Islamabad
14969,0080506,AVION LOYALTY MANAGEMENT (PVT.) LIMITED,7/11/12,Karachi
14970,0085560,STEELALU INDUSTRIES (PVT.) LIMITED,10/24/13,Islamabad
14971,0085569,ISOTHERM PAKISTAN (PVT.) LIMITED,10/24/13,Karachi
14972,0085570,PIONEER TOBACCO & TRADING COMPANY (PVT.) LIMITED,10/24/13,Karachi
14973,0079082,IQSAS FOODS (PVT.) LIMITED,3/29/12,Karachi
14974,0079093,BILAL BUILDERS & DEVELOPERS (PVT.) LIMITED,3/29/12,Karachi
14975,0079097,ROYAL CONSULTANTS (PVT.) LIMITED,3/29/12,Karachi
14976,0081447,AABAN ENTERPRISES (PVT.) LIMITED,10/17/12,Islamabad
14977,0084664,ALMARI GLOBAL (PVT.) LIMITED,7/29/13,Islamabad
14978,0078561,QUALITY EXPERTS (PVT.) LIMITED,2/17/12,Islamabad
14979,0078567,AL-MAQSOOD TRAVELS & TOURS (PVT.) LIMITED,2/17/12,Islamabad
14980,0078620,HYPERSCOOP (PVT.) LIMITED,2/22/12,Islamabad
14981,0078640,MANCHESTER COLLEGE OF IT & BUSINESS (PAKISTAN) (PVT.) LIMITED,2/23/12,Islamabad
14982,0078609,SAHAR & ALI ENTERPRISES (PVT.) LIMITED,2/22/12,Karachi
14983,0078665,FARM-CORP (PVT.) LIMITED,2/24/12,Karachi
14984,0080759,MATI-K-JAHANGIR (PVT.) LIMITED,8/3/12,Islamabad
14985,0080783,APETECH (PVT.) LIMITED,8/7/12,Islamabad
14986,0080850,HORIZON EXPRESS MARKET (PVT.) LIMITED,8/13/12,Islamabad
14987,0080870,SKILL LINKS (PVT.) LIMITED,8/16/12,Islamabad
14988,0079360,A . T INTERNATIONAL CONSULTANTS (PVT.) LIMITED,4/19/12,Lahore
14989,0080529,GIORGENTI (PVT.) LIMITED,7/12/12,Lahore
14990,0081313,MAPCO TRADING (PVT.) LIMITED,10/5/12,Karachi
14991,0081493,APEX LEATHER PRODUCTS (PVT.) LIMITED,10/23/12,Karachi
14992,0081494,MK PAKISTAN (PVT.) LIMITED,10/23/12,Karachi
14993,0081524,KERNEL GROCERIES (PVT.) LIMITED,10/25/12,Lahore
14994,0081541,HAWK VISION ASSOCIATES (PVT.) LIMITED,10/30/12,Lahore
14995,0081536,AL-SHAFI RICE TRADERS (PVT.) LIMITED,10/30/12,Lahore
14996,0078885,NOOR-E-TAYBA HAJJ & UMRAH SERVICES (PVT.) LIMITED,3/12/12,Karachi
14997,0081874,MUFFINS LABS (PVT.) LIMITED,11/29/12,Lahore
14998,0078974,DIGICON VALLEY (PVT.) LIMITED,3/19/12,Islamabad
14999,0078985,SPECTRA GREEN CONSULTING ENGINEERING (PVT.) LIMITED,3/19/12,Karachi
15000,0079344,ETCOM BUSINESS INTERNATIONAL (PVT.) LIMITED,4/18/12,Islamabad
15001,0079354,PAKALLY INDUSTRIES (PVT.) LIMITED,4/19/12,Islamabad
15002,0079352,ALMA MATTERS (PVT.) LIMITED,4/19/12,Islamabad
15003,0079315,DIPLOMATIC FACILITATION SERVICES (PVT.) LIMITED,4/16/12,Islamabad
15004,0079289,PALS MINES AND MINERALS (PVT.) LIMITED,4/13/12,Lahore
15005,0079472,SAHER CORPORATION (PVT.) LIMITED,4/26/12,Islamabad
15006,0079524,TEEPO BUILDERS & DEVELOPERS (PVT.) LIMITED,4/27/12,Karachi
15007,0081042,DANIYAL ENGINEERING & MANAGEMENT SERVICES (PVT.) LIMITED,9/7/12,Islamabad
15008,0081056,CONTAINER SOLUTION SERVICES (PVT.) LIMITED,9/10/12,Karachi
15009,0081033,MEGA SHINE (PVT.) LIMITED,9/6/12,Islamabad
15010,0080986,ABDULLAH & ALI (PVT.) LIMITED,8/31/12,Islamabad
15011,0084034,NAFEES GROUP OF COMPANIES (PVT.) LIMITED,6/4/13,Islamabad
15012,0084033,WS TECHNOLOGIES (PVT.) LIMITED,6/4/13,Islamabad
15013,0084106,STRONG (PVT.) LIMITED,6/11/13,Karachi
15014,0084105,DIVISION (PVT.) LIMITED,6/11/13,Karachi
15015,0080970,UNIVERSAL ENVO-TECH (PVT.) LIMITED,8/30/12,Karachi
15016,0080971,MEDIA92 (PVT.) LIMITED,8/30/12,Karachi
15017,0080976,BAO BILLION TOBACCO INTERNATIONAL (PVT.) LIMITED,8/31/12,Islamabad
15018,0080963,EITAHAD DEVELOPERS (PVT.) LIMITED,8/30/12,Islamabad
15019,0081059,RECEPTORS PHARMACEUTICALS (PVT.) LIMITED,9/10/12,Karachi
15020,0081035,ENTERPRISE ADVANTAGE CONSULTING (PVT.) LIMITED,9/6/12,Islamabad
15021,0081075,PETROVOLL INTERNATIONAL (PVT.) LIMITED,9/12/12,Islamabad
15022,0085627,FENG JIN BAI TRADING INTERNATIONAL (PVT.) LIMITED,10/30/13,Islamabad
15023,0085634,EMPYREAN HEAVEN (PVT.) LIMITED,10/31/13,Lahore
15024,0079130,KHALIQ ASAR ENTERPRISES (PVT.) LIMITED,4/2/12,Islamabad
15025,0079129,AGRI BUSINESS COACHING & DEVELOPMENT (PVT.) LIMITED,4/2/12,Islamabad
15026,0079147,IBF - THE INSTITUTE OF BUSINESS AND FINANCE (PVT.) LIMITED,4/3/12,Lahore
15027,0086013,RAYA (PVT.) LIMITED,12/6/13,Islamabad
15028,0086123,FOODLINE (PVT.) LIMITED,12/16/13,Islamabad
15029,0086126,CAP & LEO (PVT.) LIMITED,12/16/13,Islamabad
15030,0086139,PINDI ENTERTAINMENT TV NETWORK (PVT.) LIMITED,12/17/13,Islamabad
15031,0078639,AL-WAHID PROTEIN FARMS (PVT.) LIMITED,2/23/12,Lahore
15032,0078644,THE UNITED FAIAB INTERNATIONAL (PVT.) LIMITED,2/23/12,Lahore
15033,0080862,GILBARCO VEEDER-ROOT PAKISTAN,8/16/12,Karachi
15034,0079063,INTEGRATED DESIGN & ENGINEERING ART (PVT.) LIMITED,3/27/12,Islamabad
15035,0082207,CENVONICS CONSULTING (PVT.) LIMITED,12/28/12,Islamabad
15036,0080504,AFEEF BUILDERS (PVT.) LIMITED,7/11/12,Karachi
15037,0081753,LIFE GLOBAL (PVT.) LIMITED,11/19/12,Lahore
15038,0081736,JS SOLS (PVT.) LIMITED,11/19/12,Lahore
15039,0081721,PRO-SIGNS (PVT.) LIMITED,11/16/12,Lahore
15040,0078906,SHAH MEHMOOD INTERNATIONAL (PVT.) LIMITED,3/13/12,Islamabad
15041,0078886,E REALITY SOLUTIONS (PVT.) LIMITED,3/12/12,Karachi
15042,0010296,SYRAMM PAKISTAN (PVT) LTD,4/18/83,Lahore
15043,0082210,MEGA WORLD (PVT.) LIMITED,12/28/12,Islamabad
15044,0079350,UNIVERSAL AIMS (PVT.) LIMITED,4/18/12,Islamabad
15045,0079343,R & B CONSTRUCTION COMPANY (PVT.) LIMITED,4/18/12,Islamabad
15046,0079382,SNS HOSPITALITY (PVT.) LIMITED,4/19/12,Lahore
15047,0079372,BILLY TRADERS (PVT.) LIMITED,4/19/12,Lahore
15048,0079362,AL-NAFAY WOODS (PVT.) LIMITED,4/19/12,Lahore
15049,0083631,TJL INTERNATIONAL (PVT.) LIMITED,4/30/13,Islamabad
15050,0083738,TOP FRUIT INDUSTRIES (PVT.) LIMITED,5/8/13,Lahore
15051,0079179,SHABAZ CABLE NETWORK (PVT.) LIMITED,4/5/12,Karachi
15052,0079755,BHESANIA TRAVEL (PVT.) LIMITED,5/11/12,Karachi
15053,0081071,PHOENIX TOBACCO COMPANY (PVT.) LIMITED,9/11/12,Islamabad
15054,0083062,BLAZON ASSOCIATES (PVT.) LIMITED,3/13/13,Islamabad
15055,0083037,SUMMIT CORPORATE (PVT.) LIMITED,3/12/13,Lahore
15056,0084570,SAJID PARACHA & SONS HAJJ UMRAH SERVICES (PVT.) LIMITED,7/18/13,Karachi
15057,0084567,STERLING EDUCATIONAL SYSTEM (PVT.) LIMITED,7/18/13,Karachi
15058,0084609,ULFAT INTERNATIONAL (PVT.) LIMITED,7/23/13,Lahore
15059,0084608,MOCORP HR (PVT.) LIMITED,7/23/13,Lahore
15060,0079543,MULTILIVE COMMUNICATION (PVT.) LIMITED,4/30/12,Karachi
15061,0081316,CORPORATE REHABILITATION AND SETTLEMENT SERVICES (PVT.) LIMITED,10/5/12,Islamabad
15062,0081332,360 LOGICS (PVT.) LIMITED,10/9/12,Islamabad
15063,0081331,DP SOFTWARE SOLUTIONS (PVT.) LIMITED,10/9/12,Islamabad
15064,0080412,RELIANT SSG (PVT.) LIMITED,7/3/12,Lahore
