Sr. No.,CUIN,Company Name,Incorporation Date / Registration Date,CRO Name
301,0037003,FINANCIAL AND BUSINESS CONSULTANT (PVT) LIMITED.,8/19/96,Islamabad
302,0010572,GLOBAL EMERALDS EMPORIUM (PRIVATE) LIMITED,7/10/83,Islamabad
303,0025242,FAD INFORMATION TECHNOLOGY (PRIVATE) LIMITED,9/26/91,Islamabad
304,0036490,CONTINENTAL COMPUTERS (PRIVATE) LIMITED,4/24/96,Islamabad
305,0028147,ELAN SOCKS (PRIVATE) LIMITED,8/18/92,Islamabad
306,0041134,AJB(PKE) ENTERPRISES (PRIVATE) LIMITED,4/13/00,Islamabad
307,0029511,CLASSIC CAPITAL (PRIVATE) LIMITED,1/31/93,Islamabad
308,0036024,ICA (PRIVATE) LIMITED,1/11/96,Islamabad
309,0014488,CAPITAL PLASTIC INDUSTRIES (PRIVATE) LIMITED.,5/22/86,Islamabad
310,0020837,AL-ABBAS FABRICO (PRIVATE) LIMITED.,12/31/89,Islamabad
311,0022360,NATIONAL STONE GRINDING (PRIVATE) LIMITED,8/30/90,Islamabad
312,0019009,MAHI INTERNATIONAL (PRIVATE) LIMITED,12/27/88,Islamabad
313,0024518,MEDHI TEXTILES (PRIVATE) LIMITED,7/9/91,Islamabad
314,0021443,JAMIL RIAZ STEEL MILLS (PVT) LIMITED,4/5/90,Islamabad
315,0031966,HAMMER AND CHISEL (PRIVATE) LIMITED,1/31/94,Islamabad
316,0036730,AQ BUSINESS INN (PRIVATE) LIMITED,6/23/96,Islamabad
317,0062444,INTEGRATED FACILITATORS (PRIVATE) LIMITED,8/6/07,Karachi
318,0025726,PAKISTAN INTERNATIONAL STUDENT TRAVEL COMPANY (PRIVATE) LIMITED,11/19/91,Islamabad
319,0032622,PEARL BUSINESS SYSTEMS (PRIVATE) LIMITED,5/19/94,Islamabad
320,0039011,PRIME AGRICULTURE FARMS (PRIVATE) LIMITED,4/21/98,Islamabad
321,0022512,AL-REHMAN  BUSINESS  INTERNATIONAL (PRIVATE) LIMITED,9/24/90,Islamabad
322,0038273,PRIME AGRO FERTILIZER (PRIVATE) LIMITED,8/30/97,Islamabad
323,0029230,ROAD LINKERS (PRIVATE) LIMITED,12/27/92,Islamabad
324,0031499,REHANA GLOBAL BUSINESS (PRIVATE) LIMITED,11/11/93,Islamabad
325,0038203,POTOHAR FLOUR MILL (PRIVATE) LIMITED,8/8/97,Islamabad
326,0030490,SHARIK INTERNATIONAL (PRIVATE) LIMITED,6/6/93,Islamabad
327,0036614,SOUTHERN BELL PAKISTAN (PRIVATE) LIMITED,5/29/96,Islamabad
328,0032982,SOLAR FOOD (PRIVATE ) LIMITED,7/14/94,Islamabad
329,0015658,PEARL AND PEARLS (PRIVATE) LIMITED,2/16/87,Islamabad
330,0063664,A.K (PVT.) LIMITED,12/3/07,Islamabad
331,0023364,POTOHAR OIL MILLS (PRIVATE) LIMITED,2/20/91,Islamabad
332,0017276,MAARUFA (PRIVATE) LIMITED,1/4/88,Islamabad
333,0068073,NOHA (PVT.) LIMITED,11/13/08,Islamabad
334,0028480,MSSAK INTERNATIONAL (PVT.) LIMITED,9/26/92,Islamabad
335,0031081,GLOBE SECURITY SYSTEM (PRIVATE) LIMITED,8/30/93,Islamabad
336,0036354,PINDI HEIGHTS (PRIVATE) LIMITED,3/21/96,Islamabad
337,0034734,PINE COTTAGES (PRIVATE) LIMITED,5/7/95,Islamabad
338,0039512,PLASSIC ENGINEERING (PRIVATE) LIMITED,10/5/98,Islamabad
339,0007743,SHAHIDA IQBAL COMPANY (PRIVATE) LIMITED,5/19/80,Islamabad
340,0033058,S  & M  MEDICAL SERVICES  (PRIVATE)  LIMITED,7/28/94,Islamabad
341,0024871,SOUTH ASIAN BUSINESS AND TRADING CORPORATION (PRIVATE) LIMITED,8/18/91,Islamabad
342,0034534,S.A.Z . COMPANY  (PRIVATE) LIMITED,4/4/95,Islamabad
343,0024870,SALMAN LEATHER INDUSTRIES (PRIVATE) LIMITED,8/18/91,Islamabad
344,0063442,ZN AWAN BAKES COMPANY (PVT.) LIMITED,11/14/07,Lahore
345,0072711,AFEEF EVENT MANAGEMENT (PVT.) LIMITED,6/4/10,Karachi
346,0035989,PEOPLES LUBRICANTS & GASES (PRIVATE) LIMITED,1/3/96,Islamabad
347,0037015,RAJA SARWAR TRAVELS (PRIVATE) LIMITED,8/21/96,Islamabad
348,0034093,PAK PACIFIC MULTITRADE (PRIVATE) LIMITED,1/17/95,Islamabad
349,0021009,RANA SPINNING MILLS (PRIVATE) LIMITED,1/24/90,Islamabad
350,0025609,RABBANIS CHEMIE (PRIVATE) LIMITED,11/5/91,Islamabad
351,0039547,PAMIR TRADING (PRIVATE) LIMITED,10/19/98,Islamabad
352,0007810,RAHIM PRINTERS AND PUBLISHERS (PRIVATE) LIMITED,6/12/80,Islamabad
353,0063487,HADIQA ARTS INTERNATIONAL (PVT.) LIMITED,11/19/07,Lahore
354,0066838,GOLD LINE ENTERPRISES (PVT.) LIMITED,7/8/08,Lahore
355,0038645,WESTERN COMMUNICATION SYSTEMS (PRIVATE) LIMITED,12/17/97,Islamabad
356,0041975,ZODIAC ENERGY (PRIVATE) LIMITED,12/21/00,Islamabad
357,0039613,WORLD ONLINE (PRIVATE) LIMITED,11/6/98,Islamabad
358,0027205,MULTI WHITE BRICKS (PRIVATE) LIMITED,5/13/92,Islamabad
359,0030773,MELON INTERNATIONAL  (PRIVATE) LIMITED,7/15/93,Islamabad
360,0036332,MARKS ASSOCIATES (PRIVATE) LIMITED,3/19/96,Islamabad
361,0030733,MAASID (PRIVATE) LIMITED,7/11/93,Islamabad
362,0006379,SHAMA (PRIVATE) LIMITED,8/5/78,Islamabad
363,0013857,REPUBLIC TECHNICAL SERVICES (PRIVATE) LIMITED,12/18/85,Islamabad
364,0073570,LIGABUE SERVICES (PVT.) LIMITED,9/16/10,Karachi
365,0033522,SHAH-E-NAJAF PAPER & BOARD MILLS (PVT) LIMITED,10/23/94,Islamabad
366,0033216,SWIFT CURRENT INDUSTRIAL SYSTEM (PRIVATE)  LIMITED,8/24/94,Islamabad
367,0032575,PK SOFT (PRIVATE) LIMITED,5/15/94,Islamabad
368,0010539,S.H. INDUSTRIES (PRIVATE)LIMITED,6/30/83,Islamabad
369,0009757,RAMNA INTERNATIONAL FOOD INDUSTRIES (PRIVATE) LIMITED,9/15/82,Islamabad
370,0063249,BUILDSTONE CONSTRUCTION (PVT.) LIMITED,10/25/07,Islamabad
371,0038599,PINNACLE PUBLICATIONS (PRIVATE) LIMITED,12/9/97,Islamabad
372,0005416,RAJA MEHBOOB ASGHER & CO. (PRIVATE) LIMITED,8/27/76,Islamabad
373,0040391,ROYAL TRADING & CHEMICAL INDUSTRIES (PRIVATE) LIMITED,8/3/99,Islamabad
374,0038343,PACE ENGINEERS & CONTRACTORS INTERNATIONAL (PRIVATE) LIMITED,9/24/97,Islamabad
375,0031715,RAJPOOTS SECURITY & MANAGEMENT SERVICES (PRIVATE) LIMITED,12/20/93,Islamabad
376,0042149,SUNDAT PAKISTAN (PRIVATE) LIMITED,2/23/01,Islamabad
377,0037073,NATIONAL SURVEY AND MARKETING (PRIVATE) LIMITED,9/2/96,Islamabad
378,0030642,PEANUT PRODUCTS (PRIVATE) LIMITED,6/27/93,Islamabad
379,0033384,NEST INTERNATIONAL (PRIVATE) LIMITED,9/28/94,Islamabad
380,0040419,RAAZI PHARMA (PRIVATE) LIMITED,8/13/99,Islamabad
381,0072700,SAFETECH SYSTEMS (PVT.) LIMITED,6/3/10,Karachi
382,0063443,REFLEX SPORTS (PVT.) LIMITED,11/14/07,Lahore
383,0014949,BARRI TEXTILE MILLS LIMITED,9/10/86,Islamabad
384,0020796,HI-TECH TEXTILE MILLS LIMITED,12/24/89,Islamabad
385,0037252,MATILTAN POWER COMPANY LIMITED,10/15/96,Islamabad
386,0025693,MASTER ABRASIVE INDUSTRIES (PRIVATE) LIMITED,11/16/91,Islamabad
387,0033196,NORTHERN IMPEX (PRIVATE) LIMITED,8/18/94,Islamabad
388,0031691,NEW POPULAR METAL CONTAINER (PRIVATE) LIMITED,12/15/93,Islamabad
389,0028384,N. KHOKHAR WEAVING MILLS (PRIVATE) LIMITED,9/15/92,Islamabad
390,0039667,NATIONAL I.T. SERVICES (PRIVATE) LIMITED,11/26/98,Islamabad
391,0041069,ATN SERVICES (PVT.) LIMITED,3/22/00,Islamabad
392,0021449,PAKISTAN NATIONAL BUILDERS AND DESIGNERS (PRIVATE) LIMITED,4/5/90,Islamabad
393,0021932,PROGRESSIVE BUILDER ENTERPRISES (PRIVATE) LIMITED,6/13/90,Islamabad
394,0036617,KINHILL  PAKISTAN (PRIVATE) LIMITED,5/30/96,Islamabad
395,0033869,NUSR INTERNATIONAL (PRIVATE) LIMITED,12/15/94,Islamabad
396,0068080,SHAHI MAHAL RESTAURANTS (PVT.) LIMITED,11/13/08,Karachi
397,0036979,MULTI PURPOSE INVESTMENT (PRIVATE) LIMITED,8/8/96,Islamabad
398,0021091,ORIENT EXTREME (PRIVATE) LIMITED,2/7/90,Islamabad
399,0040974,PROPANE (PRIVATE) LIMITED,2/15/00,Islamabad
400,0037007,PANTHER PACKAGES (PRIVATE) LIMITED,8/19/96,Islamabad
401,0073572,IN-FISHING (PVT.) LIMITED,9/16/10,Karachi
402,0035533,NASREEN NURSING HOME (PRIVATE) LIMITED,10/2/95,Islamabad
403,0024487,PARTNERS (PRIVATE) LIMTED,7/3/91,Islamabad
404,0017112,POTOHAR DEVELOPERS (PRIVATE) LIMITED,12/2/87,Islamabad
405,0017762,PEMSECO STEEL INDUSTRIES (PRIVATE) LIMITED,4/3/88,Islamabad
406,0040149,SADIQ HUSSAIN (PRIVATE) LIMITED,5/19/99,Islamabad
407,0063137,CNG WORLD RESOURCE (PRIVATE) LIMITED,10/9/07,Islamabad
408,0073575,AMNA FISHERIES (PVT.) LIMITED,9/16/10,Karachi
409,0018849,UNITED STEEL INDUSTREIS (PRIVATE) LIMITED,11/20/88,Islamabad
410,0063553,AL-HANNAN HAJJ UMRAH SERVICES (PVT.) LIMITED,11/26/07,Islamabad
411,0014938,KALSOOM NURSING HOME (PRIVATE) LIMITED,9/9/86,Islamabad
412,0037255,ASIAN HOSPITALITY SYSTEMS (PRIVATE) LIMITED,10/16/96,Islamabad
413,0032508,MIRS CONTINENTAL (PRIVATE) LIMITED,5/7/94,Islamabad
414,0007166,MODERN BRICKS (PRIVATE) LIMITED,8/22/79,Islamabad
415,0032718,NORTHERN RESORTS (PRIVATE) LIMITED,6/9/94,Islamabad
416,0041087,MULTICONSULT (PRIVATE) LIMITED,3/28/00,Islamabad
417,0025632,NAND SYSTEMS CONSULTANTS (PRIVATE) LIMTED,11/7/91,Islamabad
418,0027678,STAR LIBRA TRADERS (PRIVATE) LIMITED,6/29/92,Islamabad
419,0035036,SYNSY-CO. (PRIVATE) LIMITED,6/21/95,Islamabad
420,0027677,SAFAIDA (PRIVATE) LIMITED,6/29/92,Islamabad
421,0073577,AL- BAKHRA (PVT.) LIMITED,9/16/10,Karachi
422,0031133,SKILL NICHE (PRIVATE) LIMITED,9/12/93,Islamabad
423,0039859,DAEWOO INTERNATIONAL PAKISTAN (PRIVATE) LIMITED,2/12/99,Islamabad
424,0042007,MAGICEAST COMMUNICATION SYSTEMS (PRIVATE) LIMITED,1/10/01,Islamabad
425,0063561,TEA COFFEE & COMPANY (PVT.) LIMITED,11/26/07,Lahore
426,0035888,NEO PACE (PRIVATE) LIMITED,12/14/95,Islamabad
427,0039337,RAMNA WORLDWIDE (PRIVATE) LIMITED,8/5/98,Islamabad
428,0024649,LEO COMPUTERS (PRIVATE) LIMITED,7/21/91,Islamabad
429,0035269,PMC (PRIVATE) LIMITED,8/3/95,Islamabad
430,0040995,LEOPARD SECURITY SERVICES (PRIVATE) LIMITED,2/21/00,Islamabad
431,0020977,MOONSTAR STEEL INDUSTRIES (PRIVATE) LIMITED,1/20/90,Islamabad
432,0036844,SAAD TRADING (PRIVATE) LIMITED,7/10/96,Islamabad
433,0024848,DATAREX INTERNATIONAL (PRIVATE) LIMITED,8/17/91,Islamabad
434,0039013,D. WATSON PHARMACEUTICAL (PRIVATE) LIMITED,4/22/98,Islamabad
435,0036411,CGG PAKISTAN (PRIVATE) LIMITED,4/4/96,Islamabad
436,0036141,N.M. INTERNATIONAL (PRIVATE) LIMITED,2/1/96,Islamabad
437,0073576,AL-SAMAK (PVT.) LIMITED,9/16/10,Karachi
438,0013984,OLYMPIA INNS (PRIVATE) LIMIED,1/16/86,Islamabad
439,0023107,NOMEE INDUSTRIES (PRIVATE) LIMITED,1/16/91,Islamabad
440,0013844,RAWAL CONSTRUCTION (PRIVATE) LIMITED,12/16/85,Islamabad
441,0035842,SECURITAS PAKISTAN (PRIVATE) LIMITED,12/4/95,Islamabad
442,0027390,SHAHE HAMADAN TEXTILE MILLS (PRIVATE) LIMITED,6/2/92,Islamabad
443,0040177,PAKROADS INFRASTRUCTURE (PRIVATE) LIMITED,5/29/99,Islamabad
444,0038346,PUBLIC CARE SERVICES (PRIVATE) LIMITED,9/24/97,Islamabad
445,0041911,QASAR ENTERPRISES (PRIVATE ) LIMITED,11/27/00,Islamabad
446,0031031,NAFA TEXTILES MILLES (PRIVATE) LIMITED,8/19/93,Islamabad
447,0026561,FOCUS COMPUTER SYSTEM  ( PRIVATE) LIMITED.,3/3/92,Islamabad
448,0034615,ASAS PUBLICATION (PRIVATE)LIMITED.,4/18/95,Islamabad
449,0035029,ASIA PACIFIC INFORMATION TECHNOLOGY PAKISTAN (PRIVATE) LIMITED,6/21/95,Islamabad
450,0036990,PROCESS MANAGEMENT CONSULTING INTERNATIONAL (PRIVATE) LIMITED,8/12/96,Islamabad
451,0041010,L.A. TECHNOLOGIES (PRIVATE) LIMITED,2/28/00,Islamabad
452,0028172,PANJNAD RICE MILLS (PRIVATE) LIMITED,8/20/92,Islamabad
453,0035489,PETROGEN COMPANY (PRIVATE) LIMITED,9/20/95,Islamabad
454,0072712,THANKS FOODS (PVT.) LIMITED,6/4/10,Karachi
455,0063284,GLADIATOR GUARDS (PRIVATE) LIMITED,10/31/07,Karachi
456,0036766,RAVI RICE MILLS (PRIVATE) LIMITED,6/27/96,Islamabad
457,0073574,AQUA CULTURE (PVT.) LIMITED,9/16/10,Karachi
458,0034372,SEHR  INTERNATIONAL  (PRIVATE) LIMITED,2/28/95,Islamabad
459,0040299,SHAHZAD MUNIR & COMPANY (PRIVATE) LIMITED,7/3/99,Islamabad
460,0038177,TAAS SECURITIES (PRIVATE) LIMITED,8/4/97,Islamabad
461,0063292,DB & B PAKISTAN (PRIVATE) LIMITED,10/31/07,Karachi
462,0021612,TECHNOWORLD INTERNATIONAL (PRIVATE) LIMITED,4/24/90,Islamabad
463,0023369,TAIMUR BOTTLERS (PRIVATE) LIMITED,2/20/91,Islamabad
464,0041779,MUITAT TRAVEL AND TOURISM INTERNATIONAL (PRIVATE) LIMITED,10/16/00,Islamabad
465,0031209,MINAWA CONSTRUCTION ( PRIVATE) LIMITED.,9/22/93,Islamabad
466,0062443,WASAY HEALTH CARE (PRIVATE) LIMITED,8/6/07,Karachi
467,0029734,CITY EXPRESS (PRIVATE) LIMITED,2/24/93,Islamabad
468,0041721,CORPORATE AND RESOURCES CONSULTING PAKISTAN (PRIVATE)LIMITED,9/25/00,Islamabad
469,0072725,M.M CHEMICALS (PVT.) LIMITED,6/4/10,Islamabad
470,0029592,QURESHI ELECTRONICS (PRIVATE) LIMITED,2/9/93,Islamabad
471,0040489,PRIME IMAGES (PRIVATE) LIMITED,9/4/99,Islamabad
472,0040378,PENNE (PRIVATE) LIMITED,7/29/99,Islamabad
473,0028897,RABAH INTERNATIONAL (PRIVATE) LIMITED,11/14/92,Islamabad
474,0034031,ROAD WORKS (PRIVATE) LIMITED,1/10/95,Islamabad
475,0033712,PRUDENTIAL IMPEX (PRIVATE) LIMITED,11/23/94,Islamabad
476,0013743,SARDAR (PRIVATE) LIMITED,11/17/85,Islamabad
477,0042100,PHOENIX HOTELS (PRIVATE) LIMITED,2/12/01,Islamabad
478,0022983,QAZI APPLIANCES (PRIVATE )LIMITED,12/24/90,Islamabad
479,0035032,PAKISTAN HI-TECH DISTRIBUTORS (PRIVATE) LIMITED,6/21/95,Islamabad
480,0030106,SPRINT INTERNATIONAL (PRIVATE) LIMITED,4/13/93,Islamabad
481,0031709,S.T.TRADING (PRIVATE) LIMITED,12/19/93,Islamabad
482,0003531,M.FAROOQ (PRIVATE) LIMITED,11/10/71,Islamabad
483,0012795,ELECTROTECHNIC (PRIVATE)LIMITED,3/14/85,Islamabad
484,0039917,YOUNG JIN PAKISTAN (PRIVATE) LIMITED,3/3/99,Islamabad
485,0034914,SNACK BAKE CO. (PRIVATE) LIMITED,6/5/95,Islamabad
486,0028597,SHADOW ENTERPRISES PAKISTAN (PRIVATE) LIMITED,10/11/92,Islamabad
487,0036641,S.U.INTERNATIONAL (PRIVATE) LIMITED,6/4/96,Islamabad
488,0063663,AVENIR360 (PVT.) LIMITED,12/3/07,Islamabad
489,0025727,SHADAN ENTERPRISES (PRIVATE) LIMITED,11/19/91,Islamabad
490,0040867,SABCO SECURITY MANAGEMENT (PRIVATE)  LIMITED,1/15/00,Islamabad
491,0041584,SHELL SPEAK  INTENATIONAL (PRIVATE) LIMITED,8/8/00,Islamabad
492,0024413,QUALITY ENGINEERING AND CONSTRUCTON  (PRIVATE) LIMITED,6/20/91,Islamabad
493,0029461,SAF DEVELOPERS (PRIVATE) LIMITED,1/25/93,Islamabad
494,0006242,PREMIER ENTERPRISES (PRIVATE) LIMITED,5/8/78,Islamabad
495,0072655,ABK DUTY FREE DEPOT (PVT.) LIMITED,5/31/10,Islamabad
496,0035742,CHAUDHARY TRADERS (PRIVATE) LIMITED.,11/16/95,Islamabad
497,0062445,SAFWAT UL HUJAJ (PRIVATE) LIMITED,8/6/07,Karachi
498,0027545,PAY LESS TRAVELS (PRIVATE) LIMITED,6/17/92,Islamabad
499,0032155,RAZA DAIRY FARMS (PRIVATE) LIMITED,3/5/94,Islamabad
500,0016742,ROSE ENTEPRISES (PRIVATE) LIMITED,9/17/87,Islamabad
501,0030552,SAR (PRIVATE) LIMITED,6/15/93,Islamabad
502,0032356,REGENCY HOTEL AND RESTAURANT (PRIVATE) LIMITED,4/12/94,Islamabad
503,0033870,RAJA SOHAIL POULTRY (PRIVATE) LIMITED,12/15/94,Islamabad
504,0039199,QUALITY SYSTEM (PRIVATE )LIMITED,6/16/98,Islamabad
505,0040456,PAK EMIRATES GENERAL TRADING (PRIVATE) LIMITED,8/25/99,Islamabad
506,0037233,PRIM ROCK INDUSTRIES (PRIVATE) LIMITED,10/13/96,Islamabad
507,0005684,PTDC MOTELS (NORTH) (PRIVATE) LIMTED,3/19/77,Islamabad
508,0022949,AMICO INTERNATIONAL (PRIVATE)  LIMITED,12/19/90,Islamabad
509,0027196,ASSALAM TRAVELS (PRIVATE) LIMITED,5/13/92,Islamabad
510,0037740,SAFA AND MERVE INTERNATIONAL (PRIVATE) LIMITED,3/4/97,Islamabad
511,0037715,SARHAD LIME (PRIVATE) LIMITED,2/27/97,Islamabad
512,0010575,SALMAN TRADING COMPANY (PRIVATE)  LIMITED,7/11/83,Islamabad
513,0016132,PETRO-COMMERCE (PRIVATE) LIMITED,5/21/87,Islamabad
514,0019884,PEMSECO WOOLLEN MILLS (PRIVATE) LIMITED,7/3/89,Islamabad
515,0033575,PROLUBE (PRIVATE) LIMITED,11/2/94,Islamabad
516,0036788,NASIR MUSHTAQ (PRIVATE) LIMITED,6/30/96,Islamabad
517,0030643,SIHAI INTERNATIONAL (PRIVATE) LIMITED,6/27/93,Islamabad
518,0021813,SYSTEMATION  INTERNATIONAL  (PRIVATE)   LIMITED,5/27/90,Islamabad
519,0014703,M. K. H (PRIVATE) LIMITED,7/16/86,Islamabad
520,0073573,ATLAS MARINE SERVICES (PVT.) LIMITED,9/16/10,Karachi
521,0035003,SULTAN MAHMOOD FOODS INDUSTRIES (PRIVATE) LIMITED,6/18/95,Islamabad
522,0036358,SILKROAD BUSINESS SYSTEM (PRIVATE) LIMITED,3/21/96,Islamabad
523,0028659,ABBAS  SON  TRADING  CORPORATION (PRIVATE)LIMITED,10/18/92,Islamabad
524,0007038,QR ENTERPRISES (PRIVATE) LIMITED,6/24/79,Islamabad
525,0029783,SHEIKH MOHAMMAD SIDDIQUE (PRIVATE) LIMITED,3/2/93,Islamabad
526,0040573,PAK TEA COMPANY (PRIVATE) LIMITED,9/29/99,Islamabad
527,0025685,MICROWAVE CHINICO INDUSTRIES (PRIVATE) LIMITED,11/14/91,Islamabad
528,0033034,MRT ENTERTAINMENT CONCEPTS (PRIVATE) LIMITED,7/26/94,Islamabad
529,0023573,SYED HASAN IMAM & SONS (PRIVATE) LIMITED,3/13/91,Islamabad
530,0042696,DILMAH PAKISTAN (PRIVATE) LIMITED,7/19/01,Karachi
531,0042465,PAKISTAN POST AVATION (PRIVATE) LIMITED,5/22/01,Islamabad
532,0042467,SAHIR EDIBLE OILS (PRIVATE) LIMITED,5/22/01,Islamabad
533,0035708,GLOBAL PAPERS LIMITED,11/7/95,Islamabad
534,0010045,HIGHLAND SHOES LIMITED,1/17/83,Islamabad
535,0035132,VALIANT SECURITY  SERVICES (PRIVATE)  LIMITED,6/29/95,Karachi
536,0042869,VITAL TELECOM (PVT.) LIMITED,9/11/01,Islamabad
537,0036351,PAICHAM (PRIVATE) LIMITED,3/21/96,Islamabad
538,0032507,TIDY INTERNATIONAL CARMENTS (PRIVATE) LIMITED,5/5/94,Islamabad
539,0042691,PHONECAST (PRIVATE) LIMITED,7/17/01,Karachi
540,0035161,JAYA FAR EAST POWERPAK LIMITED,7/10/95,Islamabad
541,0033986,GOLD BRICKS LIMITED,1/5/95,Islamabad
542,0015013,INTERNATIONAL SOLAR AND ELECTRONIC  INDUSTRIES  (PAKISTAN) LIMITED,9/25/86,Islamabad
543,0034405,WORLD TIGERS SECURITY SERVICES (PRIVATE) LIMITED,3/9/95,Islamabad
544,0029371,SOLITE BATTERIES LIMITED,1/14/93,Islamabad
545,0073578,TRADECOM (PVT.) LIMITED,9/16/10,Karachi
546,0036101,SAHIR HYDRO POWER LIMITED,1/25/96,Islamabad
547,0024992,ISLAMABAD TEXTILE MILLS LIMITED,8/31/91,Islamabad
548,0032732,SOUTHERN ELECTRIC LIMITED,6/12/94,Islamabad
549,0042793,G.I.T. PAKISTAN (PVT.) LIMITED,8/18/01,Islamabad
550,0042730,CILAG PHARMACEUTICALS (PVT.) LIMITED,7/31/01,Islamabad
551,0042681,ASSETS MANAGEMENT CONSULTING (PVT.) LIMITED,7/16/01,Karachi
552,0014017,INDUSTRIAL & COMMERCIAL LEASING (PRIVATE) LIMITED,1/27/86,Karachi
553,0042700,UNITED MULTI SERVICES (PRIVATE) LIMITED,7/19/01,Karachi
554,0023489,BANNIGALA BUILDERS (PRIVATE) LIMITED,3/6/91,Islamabad
555,0035091,MARGALA  ACIDS (PRIVATE)  LIMITED,6/28/95,Islamabad
556,0025608,MIA TRADERS (PRIVATE) LIMITED,11/5/91,Islamabad
557,0031661,NBH TOBACCO INDUSTRIES (PRIVATE) LIMITED,12/9/93,Islamabad
558,0112085,SHAHEEN GRAMMAR SCHOOL AND ACADEMY (PRIVATE) LIMITED,9/29/17,Lahore
559,0033305,WAK  ORIENT POWER AND LIGHT LIMITED,9/13/94,Islamabad
560,0042935,RAVAT INTERNATIONAL (PVT.) LIMITED,10/3/01,Islamabad
561,0026431,TECH BUILDERS (PVT.) LIMITED,2/15/92,Islamabad
562,0033396,MIAN MUHAMMAD CEMENT LIMITED,10/2/94,Islamabad
563,0010028,QUREL CASSETTES LIMITED,1/12/83,Islamabad
564,0005711,KAGHAN BRICK WORKS LIMITED,4/16/77,Islamabad
565,0037188,FALCON FINANCE LIMITED,10/6/96,Islamabad
566,0018309,DADABHOY INTERNET CITY (PRIVATE) LIMITED,7/21/88,Karachi
567,0031187,SILVER OIL MILLS (PVT.) LIMITED,9/18/93,Islamabad
568,0032316,SHERASMIN (PRIVATE) LIMITED,4/5/94,Islamabad
569,0030640,OMAR DANYAL INTERNATIONAL (PRIVATE) LIMITED,6/27/93,Islamabad
570,0007780,M.M. KHAN OVERSEAS CONSTRUCTION MANAGEMENT LIMITED,6/1/80,Islamabad
571,0018640,SPENCER PARTICLE BOARD  LIMITED,9/29/88,Islamabad
572,0021602,QAND GHAR LIMITED,4/24/90,Islamabad
573,0023758,INNPAK TECH INDUSTRIES (PRIVATE) LIMITED,4/7/91,Islamabad
574,0038573,NECTAR INDUSTRIES LIMITED,12/2/97,Islamabad
575,0012151,NORTHERN CHEMICALS LIMITED,9/5/84,Islamabad
576,0037739,RAZIA SHARIF ESTATES  LIMITED,3/4/97,Islamabad
577,0042942,MIGS-SOFT (PVT.) LIMITED,10/4/01,Islamabad
578,0042949,MARINE SYSTEMS (PVT.) LIMITED,10/5/01,Islamabad
579,0068089,PAK DIAMOND MODARABA COMPANY (PVT.) LIMITED,11/14/08,Karachi
580,0026735,MECH-N-TECH (PRIVATE) LIMITED,3/24/92,Islamabad
581,0034203,THE ULTIMATE ENGINEERING ENTERPRISES (PRIVATE) LIMIED,2/1/95,Islamabad
582,0029072,ZAIGHAM FABRICS  (PRIVATE) LIMITED,12/5/92,Islamabad
583,0035796,RUPALI POWER (PRIVATE) LIMITED,11/27/95,Islamabad
584,0033494,CAPITAL SECURITIES MANAGEMANT (PRIVATE) LIMITED,10/18/94,Islamabad
585,0034813,PEARL PESTICIDES INTERNATIONAL (PRIVATE) LIMITED,5/23/95,Islamabad
586,0033787,SHERWANI MODARABA MANAGEMENT (PRIVATE) LIMITED,12/4/94,Islamabad
587,0036054,SUN & FZ ASSOCIATES (PRIVATE) LIMITED,1/16/96,Islamabad
588,0012242,M.A HAKIM INDUSTRIAL & COMMERCIAL COMPLEX (PRIVATE) LIMITED,10/8/84,Islamabad
589,0041711,MOTLEY CONSULTING (PRIVATE) LIMITED,9/20/00,Islamabad
590,0029871,QUDDUS ASSOCIATES (PRIVATE) LIMITED,3/11/93,Islamabad
591,0019495,ELMA TEXTILES (PRIVATE) LIMITED,4/18/89,Islamabad
592,0035065,ALLIED HEALTH CARE (PRIVATE)  LIMITED,6/27/95,Islamabad
593,0029977,CATIC (PAKISTAN) LIMITED,3/30/93,Islamabad
594,0034274,VALIKA POLY INDUSTRIES  LIMITED,2/14/95,Islamabad
595,0011279,RAINBOW CERAMIC INDUSTRIES LIMITED,2/19/84,Islamabad
596,0021738,ZUBY TEXTILE INDUSTRIES  LIMITED,5/17/90,Islamabad
597,0009094,TOTAL CAPITAL (PRIVATE) LIMITED,12/9/81,Karachi
598,0015749,NATIONAL TECHNOLOGY DEVELOPMENT CORPORATION LIMITED,3/4/87,Karachi
599,0040759,O & J ENTERPRISES (PRIVATE) LIMITED,12/2/99,Karachi
600,0000863,NEON SIGNS PAKISTAN (PRIVATE) LIMITED,3/20/57,Karachi
601,0042834,RAJA SONS (PRIVATE) LIMITED,8/30/01,Karachi
602,0042675,SINDSOFT SOLUTIONS (PRIVATE) LIMITED,7/12/01,Karachi
603,0031059,YOKOHAMA TEXTILE MILLS   LIMITED,8/24/93,Islamabad
604,0039964,MOUNTAIN BREEZE TENNIS RESORT (PRIVATE) LIMITED,3/15/99,Islamabad
605,0025167,SHALIMAR TECH (PRIVATE) LIMITED,9/18/91,Islamabad
606,0037736,RADIOLOGY SPECIALIST SERVICES (PRIVATE) LIMITED,3/4/97,Islamabad
607,0035361,SYSTEMS IN SOCIAL SCIENCE (PRIVATE) LIMITED,8/24/95,Islamabad
608,0037484,RIK PUBLISHERS (PRIVATE) LIMITED,12/9/96,Islamabad
